Iteration,Runtime(ns)
2130,15994700
2131,17027900
2132,17000400
2133,15991500
2134,16992100
2135,16117500
2136,16895600
2137,17024400
2138,15990500
2139,16996600
2140,15989400
2141,16991900
2142,16002100
2143,17124300
2144,16222300
2145,16912800
2146,16993600
2147,16015900
2148,16145000
2149,17016000
2150,16016000
2151,17125800
2152,16077700
2153,16992700
2154,15991800
2155,16991200
2156,17118800
2157,15992600
2158,17021400
2159,16018300
2160,15989700
2161,17307100
2162,17027800
2163,15996200
2164,16989800
2165,15992400
2166,16991500
2167,15994200
2168,17022200
2169,15992100
2170,16993600
2171,15993000
2172,16994500
2173,17016900
2174,15992900
2175,16994300
2176,16994800
2177,15989100
2178,16992100
2179,16144400
2180,16991500
2181,15994700
2182,16991900
2183,15993300
2184,17088000
2185,16073800
2186,16992800
2187,16992100
2188,16992700
2189,15993000
2190,16991300
2191,15994100
2192,15992900
2193,16992500
2194,16992400
2195,15993000
2196,15993200
2197,16992500
2198,16992400
2199,16994500
2200,15988500
2201,15995400
2202,16992400
2203,16994800
2204,15990900
2205,16992400
2206,15993300
2207,16992100
2208,16992500
2209,15993200
2210,16992500
2211,16992700
2212,15992700
2213,15991700
2214,16993700
2215,16992700
2216,15990000
2217,15993300
2218,16993000
2219,16992700
2220,16991300
2221,15994400
2222,15993300
2223,17991000
2224,15992100
2225,15993800
2226,16992500
2227,15992600
2228,16992500
2229,16992700
2230,15992700
2231,16992700
2232,15995600
2233,16992700
2234,16992200
2235,15993200
2236,16992500
2237,16018900
2238,15990600
2239,17994300
2240,15992700
2241,16052800
2242,17140300
2243,15990900
2244,16994800
2245,16990400
2246,16018300
2247,15995300
2248,17178700
2249,17060600
2250,15991700
2251,16990700
2252,16017500
2253,16989700
2254,17146800
2255,15993300
2256,16994800
2257,15990600
2258,16992700
2259,15991200
2260,16993900
2261,15994700
2262,16990100
2263,16993000
2264,15993300
2265,15994700
2266,16990700
2267,16992100
2268,15996200
2269,16992800
2270,15989700
2271,16991800
2272,16993700
2273,15992300
2274,15992100
2275,17155000
2276,16982400
2277,15993000
2278,16992700
2279,17125000
2280,14992600
2281,17144700
2282,16992700
2283,15992700
2284,16992400
2285,16993300
2286,15993000
2287,16991800
2288,15993000
2289,15993000
2290,17130800
2291,16992700
2292,16992500
2293,15992900
2294,16992800
2295,15992600
2296,16992800
2297,16992400
2298,15993000
2299,16992400
2300,15993200
2301,16012800
2302,16972600
2303,16992500
2304,15992600
2305,16991900
2306,16993600
2307,15991800
2308,16993000
2309,16092700
2310,15893500
2311,16992800
2312,17122000
2313,15895800
2314,17032300
2315,16954700
2316,15992000
2317,16992800
2318,15993500
2319,16993900
2320,16844000
2321,16127500
2322,15994400
2323,16993700
2324,17016600
2325,15991500
2326,17016900
2327,17025800
2328,14992300
2329,17993400
2330,15992900
2331,15994800
2332,16990600
2333,17042400
2334,15992000
2335,17017800
2336,16029000
2337,16991800
2338,17012600
2339,15992000
2340,17052700
2341,15952200
2342,16992400
2343,15993300
2344,16992400
2345,15993000
2346,16992400
2347,17111400
2348,15993000
2349,16992400
2350,16991500
2351,15992100
2352,16994200
2353,15993000
2354,17116100
2355,15992900
2356,16994500
2357,15990900
2358,15995000
2359,17026100
2360,16022200
2361,17990400
2362,16019300
2363,16992100
2364,15993300
2365,17018700
2366,15992900
2367,16993100
2368,17086200
2369,16143800
2370,15993200
2371,16993400
2372,16991500
2373,15990300
2374,15995300
2375,16993400
2376,16991800
2377,16992500
2378,15992900
2379,16990100
2380,16026600
2381,15992900
2382,16992500
2383,15993200
2384,17992000
2385,15993200
2386,17072400
2387,15993000
2388,16994500
2389,15990900
2390,17030800
2391,15995000
2392,16142300
2393,16992700
2394,15992700
2395,16992700
2396,16992200
2397,16990000
2398,15995600
2399,16993100
2400,16991800
2401,15993300
2402,16992100
2403,16135800
2404,16990400
2405,16026900
2406,15994700
2407,16992700
2408,16996300
2409,15993000
2410,16991500
2411,15993900
2412,16990300
2413,16994600
2414,15997600
2415,15993000
2416,16992400
2417,16992500
2418,17027200
2419,15991200
2420,16994200
2421,15993300
2422,16992100
2423,15993000
2424,15993500
2425,17079800
2426,16993000
2427,16999900
2428,15985500
2429,17027000
2430,15991500
2431,17029000
2432,16018900
2433,15992400
2434,16990700
2435,17020800
2436,15993200
2437,16992700
2438,16993400
2439,15995600
2440,16988600
2441,16023600
2442,16985400
2443,17030200
2444,16036300
2445,15992700
2446,16992700
2447,17032900
2448,16037500
2449,16991000
2450,16041300
2451,15991800
2452,17014600
2453,17031100
2454,15991200
2455,17018700
2456,17072400
2457,15995000
2458,17094000
2459,15994700
2460,15990600
2461,16993000
2462,17027900
2463,15992300
2464,17138000
2465,16076700
2466,17084800
2467,16095700
2468,16555100
2469,16998600
2470,17026700
2471,15991800
2472,15990600
2473,17021600
2474,16678800
2475,15998500
2476,17050900
2477,16964700
2478,15996800
2479,16988600
2480,15999800
2481,16992400
2482,16988300
2483,15995300
2484,16034000
2485,16992400
2486,17018400
2487,15989500
2488,16995900
2489,17019600
2490,15992100
2491,17018100
2492,15993300
2493,15994700
2494,18016100
2495,15993300
2496,15991700
2497,16993700
2498,16992400
2499,15994700
2500,16990700
2501,16039900
2502,15990900
2503,17994800
2504,16063500
2505,15992700
2506,16993000
2507,16992800
2508,15991400
2509,16993400
2510,15992900
2511,16991600
2512,16993600
2513,15993000
2514,15995000
2515,17032300
2516,17016300
2517,16989800
2518,15995600
2519,16063800
2520,17181900
2521,15997100
2522,17092100
2523,15990300
2524,16995100
2525,17018700
2526,15994800
2527,16990600
2528,15994800
2529,16992700
2530,15987600
2531,16992800
2532,16993000
2533,15993900
2534,16002600
2535,16986600
2536,16991500
2537,16993100
2538,15993500
2539,15993300
2540,16991200
2541,16998100
2542,17002700
2543,15991500
2544,15993900
2545,16994200
2546,17017200
2547,15991800
2548,17104900
2549,16015900
2550,16991900
2551,16014200
2552,17016300
2553,16000700
2554,16990600
2555,16994200
2556,15989700
2557,16994000
2558,16017400
2559,15993000
2560,16992400
2561,16992500
2562,16023600
2563,16961700
2564,17049700
2565,16243800
2566,16993600
2567,16027500
2568,15992700
2569,16991200
2570,17029400
2571,16224000
2572,16991000
2573,15992900
2574,17020500
2575,15992900
2576,17010500
2577,15991800
2578,17277500
2579,15994100
2580,16991300
2581,16994500
2582,16039300
2583,15996200
2584,17030800
2585,17019000
2586,15996800
2587,16989700
2588,15993000
2589,16012700
2590,17998400
2591,15992700
2592,15990300
2593,16995100
2594,16992400
2595,15993300
2596,16992100
2597,16992500
2598,15994100
2599,16991300
2600,15993200
2601,16992500
2602,16990900
2603,15995100
2604,15992300
2605,16992500
2606,16992400
2607,15993000
2608,16994500
2609,16050800
2610,16932800
2611,17018700
2612,15992700
2613,15996500
2614,17012800
2615,17020700
2616,15994700
2617,16991300
2618,17012200
2619,16040200
2620,16945500
2621,15993000
2622,16016200
2623,16992500
2624,15996200
2625,16989500
2626,16992400
2627,17013100
2628,16030400
2629,16992500
2630,15992600
2631,16993100
2632,17046400
2633,15993300
2634,15990900
2635,17018400
2636,17024600
2637,15994100
2638,17018700
2639,15993600
2640,15993800
2641,16992700
2642,16991300
2643,15994100
2644,17148300
2645,16027800
2646,16992100
2647,16993000
2648,16016000
2649,16127500
2650,17007800
2651,17154800
2652,15993500
2653,17045300
2654,16022400
2655,16991300
2656,17109600
2657,15992700
2658,15991400
2659,17145600
2660,16031100
2661,16995900
2662,17089300
2663,15991200
2664,15992000
2665,16993400
2666,16992400
2667,15992100
2668,17189500
2669,16035500
2670,17077100
2671,17008700
2672,15993800
2673,15996500
2674,17019300
2675,15995300
2676,16991300
2677,16993900
2678,16151700
2679,17025500
2680,16043100
2681,17126200
2682,15991400
2683,17020500
2684,15993000
2685,16992400
2686,17068600
2687,16133400
2688,16992400
2689,16050300
2690,16992400
2691,15993000
2692,17021600
2693,16252600
2694,15995400
2695,17040500
2696,17018700
2697,15993000
2698,17009500
2699,16144700
2700,17013600
2701,17013700
2702,15993300
2703,16994200
2704,15077900
2705,16992700
2706,16994200
2707,16990700
2708,15995000
2709,16992400
2710,16990700
2711,15993000
2712,15992600
2713,16992800
2714,16992400
2715,15991800
2716,17019900
2717,15993200
2718,17040000
2719,15945400
2720,16992500
2721,15990300
2722,16995100
2723,16992400
2724,16995400
2725,16029500
2726,16019800
2727,16991900
2728,16993000
2729,15993000
2730,16994500
2731,16015700
2732,16992100
2733,15994700
2734,17079500
2735,17018400
2736,15990000
2737,17058000
2738,15992400
2739,16996200
2740,16075000
2741,17019300
2742,16012500
2743,16998000
2744,15993000
2745,17034000
2746,17037000
2747,16039300
2748,16992100
2749,16115800
2750,17022500
2751,15990300
2752,17571100
2753,15993300
2754,15994700
2755,17015200
2756,16045200
2757,16992700
2758,16062600
2759,16072600
2760,17080400
2761,16966500
2762,17013100
2763,15992900
2764,16142600
2765,17144100
2766,16989800
2767,16021000
2768,16992700
2769,15993000
2770,16144300
2771,17054100
2772,16991000
2773,16993900
2774,15993300
2775,16992400
2776,16014500
2777,17012800
2778,16062600
2779,16977100
2780,15992700
2781,15991200
2782,17015700
2783,17014900
2784,15992900
2785,16992800
2786,17167100
2787,15991800
2788,16029800
2789,17024900
2790,16994200
2791,16024300
2792,17019600
2793,15992300
2794,17101400
2795,16992100
2796,15995300
2797,16036900
2798,17147700
2799,16126900
2800,17049100
2801,16938800
2802,15993200
2803,17063900
2804,15972900
2805,16150500
2806,17002500
2807,16994200
2808,15994100
2809,17076600
2810,16015600
2811,15997100
2812,17985800
2813,16296300
2814,16991200
2815,15994200
2816,17026900
2817,15994500
2818,16990600
2819,15990900
2820,16060300
2821,17986600
2822,16023600
2823,15991800
2824,17015200
2825,17013700
2826,15991700
2827,16993700
2828,16018600
2829,16079700
2830,18056800
2831,16137600
2832,15974400
2833,16994500
2834,15989400
2835,17014600
2836,17019200
2837,15971800
2838,15992900
2839,16992500
2840,16992700
2841,15992700
2842,15990500
2843,16991900
2844,16993900
2845,15991500
2846,16993900
2847,16992500
2848,16992400
2849,14993500
2850,16991200
2851,16992800
2852,16992700
2853,15992700
2854,16017100
2855,16993000
2856,16992200
2857,15994400
2858,16122500
2859,16991000
2860,16996900
2861,16023900
2862,16994200
2863,17047000
2864,16021300
2865,15991800
2866,17018400
2867,16992500
2868,17051400
2869,15934200
2870,16992500
2871,16994800
2872,15990600
2873,15992900
2874,16991300
2875,16018600
2876,17026700
2877,17011600
2878,16002700
2879,16988600
2880,16015400
2881,17042300
2882,16988900
2883,16001500
2884,16983900
2885,15993000
2886,16992400
2887,16992500
2888,14993400
2889,16994800
2890,17044100
2891,16972700
2892,15992900
2893,16992800
2894,15992900
2895,16992200
2896,17013100
2897,15993200
2898,16074700
2899,16936700
2900,16992400
2901,15995900
2902,17009900
2903,16014200
2904,17009300
2905,17047600
2906,15994400
2907,16994500
2908,16022800
2909,17019300
2910,15990000
2911,16995400
2912,16076400
2913,15995100
2914,18015500
2915,16321400
2916,15991500
2917,16991800
2918,15995000
2919,15991500
2920,17993400
2921,15993300
2922,16996200
2923,17013700
2924,15992400
2925,17017200
2926,16033100
2927,17044400
2928,15994700
2929,16990700
2930,16021900
2931,15992000
2932,16991000
2933,15995600
2934,16991000
2935,17029000
2936,16992800
2937,16991500
2938,15993600
2939,16017400
2940,15990000
2941,17074200
2942,16992400
2943,15992100
2944,17027900
2945,16144000
2946,16992700
2947,16992500
2948,16098600
2949,16907700
2950,15993000
2951,17118100
2952,16866800
2953,15051300
2954,18148600
2955,15839500
2956,15989700
2957,16992500
2958,16995600
2959,17099900
2960,15993000
2961,16094400
2962,16890900
2963,15991200
2964,16996900
2965,16990100
2966,15991500
2967,15993200
2968,17035500
2969,16992200
2970,16002100
2971,17008100
2972,17017200
2973,16109500
2974,16939000
2975,16221400
2976,15991800
2977,17027800
2978,17015800
2979,15989100
2980,17034600
2981,16038400
2982,17019000
2983,16995100
2984,15991800
2985,15990300
2986,17047300
2987,16992500
2988,15992900
2989,16992500
2990,15992900
2991,16990100
2992,16995100
2993,15993000
2994,16025100
2995,17026700
2996,17029600
2997,17029000
2998,15990900
2999,16161200
3000,16988300
3001,17044700
3002,16051300
3003,15992400
3004,17024300
3005,15993000
3006,16995400
3007,16989700
3008,15994500
3009,16990100
3010,17021600
3011,15991200
3012,16989800
3013,16995100
3014,16132200
3015,16082400
3016,17040500
3017,15993000
3018,16992400
3019,17115500
3020,16045800
3021,16995400
3022,15990900
3023,17019600
3024,15995000
3025,17016000
3026,16095100
3027,15995000
3028,16990400
3029,16992700
3030,16991300
3031,15994100
3032,16224900
3033,16065000
3034,16968500
3035,16992200
3036,16992400
3037,15094400
3038,16994500
3039,17009600
3040,17049100
3041,15992300
3042,16991600
3043,16320800
3044,17045900
3045,15992600
3046,16993600
3047,16202200
3048,16823100
3049,16993000
3050,15992400
3051,15992900
3052,17034100
3053,16989800
3054,15997600
3055,16990700
3056,16022200
3057,16991200
3058,16996000
3059,16080900
3060,16990700
3061,16045200
3062,16014800
3063,16993600
3064,17014300
3065,16019200
3066,17011000
3067,17191100
3068,16029200
3069,16992200
3070,15993200
3071,17027900
3072,15994700
3073,16702100
3074,15993200
3075,17031100
3076,17021100
3077,16029800
3078,15991500
3079,17016300
3080,16992800
3081,16156400
3082,17028800
3083,15990300
3084,16134600
3085,16983800
3086,17098100
3087,15994700
3088,16990700
3089,16992500
3090,15995000
3091,16990700
3092,15992600
3093,16994500
3094,15991200
3095,16996000
3096,16987400
3097,16030400
3098,16017800
3099,16994500
3100,17186600
3101,15993000
3102,16994200
3103,16025400
3104,17130800
3105,15989700
3106,17015800
3107,15993000
3108,16992400
3109,16992400
3110,15993000
3111,15992900
3112,17022900
3113,16992400
3114,16994500
3115,16020100
3116,17057700
3117,14993500
3118,17990700
3119,15993300
3120,15991100
3121,16995400
3122,16991600
3123,15994100
3124,16992500
3125,16002100
3126,16983000
3127,17020200
3128,15990500
3129,16994800
3130,16992800
3131,16170600
3132,15988500
3133,16996000
3134,16991900
3135,15992300
3136,17081300
3137,16031300
3138,16955600
3139,17055800
3140,16015700
3141,15992400
3142,16995100
3143,16990400
3144,16018900
3145,17123400
3146,16012800
3147,15991700
3148,17021100
3149,17028500
3150,15992000
3151,16990700
3152,16041900
3153,17139100
3154,16995400
3155,15991800
3156,16993600
3157,15784900
3158,16993100
3159,16991500
3160,15992400
3161,15993800
3162,16992200
3163,16997100
3164,15991500
3165,16992500
3166,16992700
3167,15999700
3168,16995400
3169,15994200
3170,17021300
3171,16992800
3172,15992600
3173,16992500
3174,15993200
3175,17040900
3176,15992900
3177,16992800
3178,16993300
3179,15992100
3180,16008300
3181,16977000
3182,15993000
3183,16991300
3184,17061800
3185,15924700
3186,16992800
3187,16992700
3188,15992700
3189,16992400
3190,15993000
3191,16992700
3192,15992700
3193,16992700
3194,16027800
3195,16992700
3196,17023200
3197,16043100
3198,16995100
3199,15990000
3200,16991500
3201,16996000
3202,15988000
3203,16995300
3204,16140500
3205,17019000
3206,16012500
3207,15996500
3208,16990400
3209,17064400
3210,16998000
3211,15987100
3212,16025700
3213,16996600
3214,17008900
3215,16034900
3216,16993900
3217,16034000
3218,17016600
3219,16992500
3220,15993200
3221,16027200
3222,16994500
3223,17043800
3224,15993000
3225,16992400
3226,15993000
3227,15993200
3228,17179500
3229,17032300
3230,16017500
3231,15992900
3232,17050000
3233,17020500
3234,15995600
3235,16995700
3236,17125800
3237,15997700
3238,15993500
3239,17023800
3240,15992300
3241,16992800
3242,17017500
3243,15990300
3244,17033100
3245,16044900
3246,17006900
3247,16374600
3248,17048500
3249,15991400
3250,17028500
3251,16014200
3252,16992400
3253,16992500
3254,15993200
3255,15992700
3256,17147900
3257,16994500
3258,17013700
3259,15994500
3260,16144000
3261,16993000
3262,17032000
3263,16146400
3264,15992100
3265,16993300
3266,15992700
3267,16992400
3268,15993300
3269,16992700
3270,15991500
3271,17027000
3272,17027200
3273,16994500
3274,16122500
3275,16990100
3276,15995300
3277,16992800
3278,15993200
3279,15992700
3280,17992200
3281,15992700
3282,15990000
3283,16995700
3284,17016600
3285,15992700
3286,17014500
3287,15993300
3288,16994200
3289,17027000
3290,15990800
3291,16994600
3292,16016800
3293,16992500
3294,16086500
3295,17050800
3296,15992100
3297,17000700
3298,16985100
3299,15997900
3300,15990000
3301,17033200
3302,16992700
3303,15993900
3304,17018100
3305,16992400
3306,14996500
3307,16990300
3308,16992500
3309,15995300
3310,16990400
3311,16992400
3312,16140500
3313,16066200
3314,16992400
3315,16994500
3316,16057900
3317,15990000
3318,16995400
3319,17013100
3320,17018700
3321,15992600
3322,16992500
3323,16017700
3324,15995000
3325,18011700
3326,15993300
3327,16994200
3328,16033400
3329,17010700
3330,15992700
3331,17047300
3332,15993000
3333,16997700
3334,17012800
3335,15993000
3336,15991800
3337,16993600
3338,17294600
3339,15995000
3340,17069200
3341,16153200
3342,15993200
3343,16988900
3344,16028700
3345,17016300
3346,16992800
3347,15990300
3348,17142000
3349,17022300
3350,16018000
3351,15990600
3352,17026100
3353,16992400
3354,16125800
3355,15997400
3356,17992200
3357,15992900
3358,15993000
3359,15995000
3360,16990700
3361,17048200
3362,16990100
3363,15995600
3364,16103600
3365,16941700
3366,15993200
3367,17053900
3368,17080600
3369,15989400
3370,16993700
3371,15993200
3372,16990700
3373,16029500
3374,16992500
3375,17014900
3376,16081700
3377,16992500
3378,15991500
3379,17160000
3380,15994400
3381,16989800
3382,15995300
3383,17028500
3384,16990400
3385,15990300
3386,15995600
3387,16992700
3388,17027300
3389,17013100
3390,15992000
3391,16132000
3392,16992700
3393,15993000
3394,16992400
3395,17086900
3396,15991800
3397,16995600
3398,16167400
3399,15995300
3400,16987400
3401,16994800
3402,15991500
3403,17247100
3404,15992700
3405,16994500
3406,17050300
3407,15991800
3408,15992600
3409,17034700
3410,17027800
3411,16111000
3412,16873200
3413,15992400
3414,16991300
3415,16990600
3416,16046700
3417,15992900
3418,17067400
3419,16992500
3420,15991800
3421,16993600
3422,16992700
3423,15999500
3424,17203400
3425,16024200
3426,15992100
3427,17019300
3428,17019000
3429,16035700
3430,16989200
3431,15992700
3432,15996500
3433,17042600
3434,16992100
3435,16991300
3436,16032500
3437,16993300
3438,15990600
3439,16995400
3440,15992400
3441,16994500
3442,16991000
3443,15992600
3444,16994500
3445,15991200
3446,16991900
3447,15995600
3448,17122600
3449,16013600
3450,15994400
3451,17067700
3452,16950200
3453,16992500
3454,15990000
3455,16995400
3456,15994700
3457,17142900
3458,16024000
3459,16000300
3460,16990700
3461,17048800
3462,15982900
3463,17047000
3464,16993100
3465,15990900
3466,16993600
3467,15990600
3468,16993300
3469,15992100
3470,17003600
3471,15982100
3472,16992700
3473,16995400
3474,15990600
3475,16992700
3476,15993000
3477,16992100
3478,17015500
3479,15992900
3480,16993400
3481,16992700
3482,16015400
3483,15991500
3484,17028100
3485,17117000
3486,15993500
3487,16992200
3488,15992600
3489,16993100
3490,15992600
3491,16992500
3492,16992400
3493,15993000
3494,16992700
3495,15993000
3496,17013700
3497,16007700
3498,16988300
3499,16024800
3500,17036100
3501,16995100
3502,15987900
3503,17151000
3504,16994800
3505,16016500
3506,16144700
3507,16993900
3508,15707300
3509,17040800
3510,15993000
3511,17020400
3512,17141200
3513,15990600
3514,16994500
3515,15993000
3516,16992400
3517,17028200
3518,16264100
3519,16996900
3520,15746500
3521,15993000
3522,16995400
3523,17159400
3524,16023700
3525,16994800
3526,16031000
3527,17045000
3528,16995100
3529,15990300
3530,17017200
3531,15995900
3532,16990100
3533,15992400
3534,16991500
3535,16993300
3536,15993300
3537,16995400
3538,16021600
3539,17017500
3540,15995300
3541,16990100
3542,16018300
3543,16994500
3544,17031100
3545,15992700
3546,15991800
3547,17135500
3548,16992800
3549,16012400
3550,16993900
3551,16020100
3552,16994500
3553,16990100
3554,16013900
3555,15992100
3556,17041100
3557,16992700
3558,15993000
3559,17177800
3560,16046300
3561,16991300
3562,16993900
3563,15992700
3564,15992300
3565,16991300
3566,16994800
3567,15992100
3568,17019000
3569,16043400
3570,17019000
3571,16016000
3572,16990000
3573,15991800
3574,16994200
3575,16017500
3576,17026900
3577,16987200
3578,15991700
3579,16043200
3580,16943400
3581,16990100
3582,16042500
3583,16990700
3584,16992400
3585,16994600
3586,16052500
3587,15995600
3588,16992800
3589,17029600
3590,15984100
3591,16155000
3592,17180700
3593,15498000
3594,16989800
3595,16994800
3596,17023800
3597,16025700
3598,16988000
3599,16019800
3600,15992900
3601,17057700
3602,17175400
3603,15995300
3604,16990400
3605,16361500
3606,16019500
3607,17006600
3608,17018500
3609,15992900
3610,17042000
3611,16096300
3612,17003600
3613,17086300
3614,16018600
3615,17044400
3616,16005400
3617,16992700
3618,15995300
3619,17011000
3620,15998000
3621,15993900
3622,17025200
3623,16992400
3624,15994400
3625,17017000
3626,16992400
3627,15992100
3628,17190400
3629,16021600
3630,15999200
3631,17029000
3632,17054700
3633,15997700
3634,16988600
3635,15994700
3636,16995400
3637,17009000
3638,15994700
3639,15992100
3640,17014800
3641,16993700
3642,16993600
3643,15990900
3644,17011600
3645,15991500
3646,16991500
3647,15995300
3648,15998600
3649,16985700
3650,16039800
3651,17000100
3652,16984800
3653,15997700
3654,17080700
3655,16899700
3656,15994500
3657,16993000
3658,16129300
3659,16991800
3660,15993300
3661,16992100
3662,16992500
3663,15992900
3664,16990400
3665,17013700
3666,15080200
3667,16055200
3668,17026700
3669,15991800
3670,17178900
3671,17118800
3672,15995300
3673,16990000
3674,16001000
3675,17017200
3676,16991000
3677,15992600
3678,16992500
3679,15990000
3680,16995700
3681,16095000
3682,16919000
3683,16015100
3684,15992300
3685,16992800
3686,16992100
3687,16992500
3688,15992900
3689,16992800
3690,15992900
3691,17034600
3692,15993000
3693,16994500
3694,16990700
3695,15992600
3696,17011100
3697,17029300
3698,16153500
3699,15994400
3700,17026400
3701,15992700
3702,16992700
3703,17017500
3704,16019500
3705,16992200
3706,16057300
3707,16928400
3708,15999700
3709,16985700
3710,15992900
3711,16992500
3712,17044300
3713,15993000
3714,17000100
3715,15985300
3716,16993000
3717,15991800
3718,16993300
3719,17022000
3720,15991500
3721,16993900
3722,16019500
3723,17140000
3724,15997700
3725,17023700
3726,15991800
3727,16993600
3728,15993200
3729,17010800
3730,17013400
3731,16023600
3732,15990000
3733,16995400
3734,16992400
3735,16994500
3736,15991200
3737,17017000
3738,16052800
3739,16057300
3740,17201100
3741,15991800
3742,16993600
3743,17017200
3744,16994500
3745,15990900
3746,15993300
3747,15991700
3748,18069000
3749,16012700
3750,15992700
3751,17019300
3752,16992100
3753,15993000
3754,17014800
3755,15993300
3756,16994500
3757,16990400
3758,15992900
3759,15992100
3760,17066800
3761,16992700
3762,15994800
3763,16992400
3764,15989700
3765,16994500
3766,17019000
3767,15991200
3768,16994800
3769,15990600
3770,16992700
3771,16991300
3772,16233200
3773,17025500
3774,15994400
3775,16991200
3776,15993000
3777,15994400
3778,17039100
3779,16988600
3780,15991500
3781,16991200
3782,15992700
3783,16993600
3784,16991600
3785,15993500
3786,15992700
3787,17992200
3788,15993000
3789,15992900
3790,16992200
3791,16992400
3792,15994400
3793,16993100
3794,15993200
3795,16993400
3796,16046000
3797,16983600
3798,16993900
3799,16043400
3800,17111700
3801,15995300
3802,17070100
3803,15994700
3804,16994500
3805,16012700
3806,17039100
3807,16042800
3808,16975100
3809,17019000
3810,16859300
3811,16037500
3812,15990900
3813,17071800
3814,16913400
3815,15993200
3816,16992200
3817,15992900
3818,16992500
3819,16092400
3820,16997200
3821,15993200
3822,16994800
3823,15990600
3824,16992400
3825,15994800
3826,16990900
3827,16989200
3828,17000400
3829,15987400
3830,16991000
3831,15997300
3832,16194500
3833,17093400
3834,15913900
3835,16992400
3836,16993600
3837,15993000
3838,16992400
3839,16027500
3840,16996300
3841,16138400
3842,17048500
3843,16994500
3844,16182700
3845,17017900
3846,15990900
3847,17016300
3848,16027200
3849,15959600
3850,17018400
3851,17163600
3852,16994800
3853,16130200
3854,15993200
3855,16992500
3856,17014000
3857,16038700
3858,17139600
3859,15056100
3860,18015500
3861,15995000
3862,17019300
3863,16160000
3864,16992400
3865,16992500
3866,16186500
3867,15990600
3868,15996200
3869,17991100
3870,15995600
3871,16141700
3872,17026900
3873,16992500
3874,15992900
3875,16992500
3876,15992900
3877,16992800
3878,16018300
3879,16996000
3880,16162000
3881,17021100
3882,15991800
3883,16823600
3884,16023400
3885,16998600
3886,16991000
3887,16137500
3888,16992700
3889,15993300
3890,16992100
3891,16991900
3892,15993500
3893,16014800
3894,16994000
3895,17049100
3896,16008800
3897,15991800
3898,17015200
3899,16020700
3900,16992400
3901,16993000
3902,17004000
3903,15992100
3904,16993600
3905,16992400
3906,15993000
3907,16992400
3908,16031300
3909,15992700
3910,16992700
3911,17139100
3912,15997700
3913,16991600
3914,15993800
3915,16994500
3916,17046200
3917,15992600
3918,16994500
3919,15990900
3920,16992800
3921,16992700
3922,15992400
3923,15992900
3924,17034100
3925,16953200
3926,16149600
3927,16994200
3928,15988600
3929,15995600
3930,16990900
3931,16994300
3932,15992600
3933,16991300
3934,17027500
3935,15993000
3936,16992700
3937,15993600
3938,16992100
3939,15993300
3940,17057000
3941,16993100
3942,15994400
3943,16990700
3944,15992900
3945,16991000
3946,15994400
3947,17013100
3948,15999800
3949,16985000
3950,17017600
3951,15991400
3952,16994800
3953,16051700
3954,16992700
3955,16082400
3956,15935700
3957,16992500
3958,17097200
3959,15888500
3960,16992400
3961,17050900
3962,15933000
3963,16992500
3964,17028700
3965,15990900
3966,15998000
3967,17024300
3968,17101000
3969,15993900
3970,16993000
3971,15993200
3972,16992200
3973,17018100
3974,15992900
3975,15992400
3976,16993000
3977,16992800
3978,15992600
3979,16992500
3980,16992700
3981,15993000
3982,16992400
3983,15991800
3984,15992900
3985,16993700
3986,17032800
3987,16005700
3988,17014900
3989,17178900
3990,15991200
3991,17122600
3992,15992900
3993,15995300
3994,16990400
3995,16991600
3996,16990600
3997,16017200
3998,16019200
3999,16990700
4000,16993600
4001,15993500
4002,16990700
4003,16994200
4004,15992700
4005,16992400
4006,15993000
4007,17027000
4008,16018600
4009,16992700
4010,16170600
4011,15995900
4012,16989500
4013,16993000
4014,17001300
4015,15983800
4016,17016100
4017,16048400
4018,17046800
4019,15992900
4020,16992500
4021,16994500
4022,15990900
4023,16992400
4024,15993000
4025,16992700
4026,15993000
4027,17106600
4028,16019200
4029,16992500
4030,16013000
4031,17022500
4032,16991900
4033,15993500
4034,16028700
4035,16995700
4036,16989500
4037,15993200
4038,16994200
4039,16015700
4040,17019900
4041,16995700
4042,16014500
4043,15992900
4044,16992800
4045,16992400
4046,16190700
4047,16991500
4048,16994200
4049,16021600
4050,16997200
4051,15993800
4052,15993300
4053,17006900
4054,16993900
4055,15992400
4056,16991200
4057,15994200
4058,16992700
4059,15991500
4060,17019300
4061,17027800
4062,15990000
4063,17015500
4064,16144900
4065,16074700
4066,16910100
4067,16992500
4068,15991400
4069,16994000
4070,16031000
4071,16991500
4072,17015800
4073,16214000
4074,15991400
4075,17012300
4076,16993000
4077,15991500
4078,17128200
4079,16149000
4080,16989800
4081,15997400
4082,16990700
4083,16002700
4084,16981800
4085,16993600
4086,15991500
4087,16992700
4088,16132200
4089,16995400
4090,16988900
4091,14994700
4092,16991500
4093,16992200
4094,16990700
4095,16993900
4096,14994300
4097,16989800
4098,15995600
4099,16990100
4100,16993600
4101,15991800
4102,16992700
4103,16995100
4104,15990600
4105,16992800
4106,16994200
4107,15990600
4108,16994200
4109,16025100
4110,16991900
4111,16076100
4112,16956500
4113,15991500
4114,16993900
4115,16992700
4116,15998300
4117,17013100
4118,15993500
4119,16996300
4120,16988000
4121,16014200
4122,17012500
4123,16134300
4124,15984100
4125,16994500
4126,16991600
4127,16043700
